Ticket_Number,GDS_Record_Locator,Reservation_Date,Ticket_Issue_Date,Trip_Departure_Date,Airline_Name,Cabin_Class,Domestic_International_Indicator,Origin_City_Code,Destination_City_Code,Routing,Invoice_Amount,Tax_Amount,Total_Amount,Mileage,Days_Advance_Purchase,Trip_Length,One_Way_Indicator,Exchange_Indicator,Exchange_Original_Ticket_Number,Refund_Indicator,Original_Invoice_Number,Online_Booking_Indicator,Fare_Category,Agency
8969006479,BKCPZQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,379.54,50.46,430,872.2082918,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
8969006473,BKYCTB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,MSY,MCI/MSY/DAL/MCI,247.44,51.26,298.7,1588.908345,5,3,NULL,N,NULL,N,NULL,NULL,_CA,Agency A
8969006471,BLEJHN,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,D,ADQ,OLH,ADQ/OLH/ADQ,204,NULL,204,97.11438405,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8964002957,BLIWRA,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,D,ADQ,OLH,ADQ/OLH/ADQ,204,NULL,204,97.11438405,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8964002590,BLNILZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,6,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
8964001647,BLWVVK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,150.7,33.3,184,894.5282589,6,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
8964001645,BLWVVK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,NULL,NULL,NULL,894.5282589,5,4,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
8964001050,BMBRNX,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FAI,FYU,FAI/FYU,140,NULL,140,143.6433413,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960895762,BMOGXU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
8960748967,BMWRSC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,219.54,44.66,264.2,695.2925979,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
8960624893,BNFCGG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DEN,MCI/DEN/MCI,336.74,47.26,384,1084.662081,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
8960463536,BPAZNE,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,D,ANC,ILI,ANC/ILI/ANC,460,NULL,460,389.052184,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960460918,BPBWCH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,5,2,NULL,N,NULL,N,NULL,N,_CA,Agency A
8960405137,BQGSRS,NULL,00:00.0,00:00.0,ALASKA,Coach,D,SEA,DCA,SEA/DCA/PDX/SEA,-10.9,0,-10.9,-4800.658531,-5,-5,NULL,N,NULL,Y,NULL,NULL,YCA,Agency A
8960288771,BQKAQC,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ARC,FAI,ARC/FAI,185,NULL,185,238.6983931,10,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960285914,BQKAQC,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,185,NULL,185,477.3965874,1,9,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960285754,BQQFGA,00:00.0,00:00.0,00:00.0,LAKE AND PEN AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,550,NULL,550,322.5596914,10,13,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960122909,BRBBNF,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,PTA,ANC,PTA/ANC,241.88,NULL,241.88,161.2799315,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960102586,BREGBN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,4,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
8960102259,BREGBN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
8960037425,BRTWMK,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,ANC,KPV,ANC/AKN/KPV/AKN/ANC_AKN/ANC,830,NULL,830,1291.70146,1,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960035650,BSKMCF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
8960027268,BTREWG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,228.84,39.16,268,1164.534197,4,6,NULL,N,NULL,N,NULL,N,YCA,Agency A
8960026822,BUXRSW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,ELP,GEG/PHX/ELP,467.91,56.89,524.8,1367.443476,6,1,NULL,N,NULL,N,NULL,Y,DG,Agency A
8960026211,BVMZFO,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,-161.86,-34.14,-196,-761.3834087,-7,-1,N,N,NULL,Y,NULL,N,YCA,Agency A
8960026210,BVOASV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,DEN,MDW/DEN,141.4,24.7,166.1,905.524202,5,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
8960025832,BVPDMK,00:00.0,00:00.0,00:00.0,AMERICAN,Coach,D,ORD,DCA,ORD/DCA/ORD,NULL,NULL,NULL,1221.809058,-1,2,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
8960002627,BVRJSD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,228.84,39.16,268,1164.534197,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency A
8960002421,BVSEAR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ONT,BWI,ONT/DEN/BWI/DEN/SLC,461.4,67.1,528.5,4187.702382,4,11,NULL,N,NULL,N,NULL,N,YCA,Agency A
8960001716,BWOQRR,00:00.0,00:00.0,00:00.0,ISLAND AIR EXPRESS,Coach,D,KLW,ANC,KLW/KTN/ANC/KTN/KLW,290,NULL,290,1667.706888,32,37,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
8960001615,BWQNYG,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,CXF,AET,CXF/AET/CXF,400,NULL,400,163.0933511,6,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960001608,BWRXJY,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,NUL,FAI,NUL/FAI,250,NULL,250,300.855133,19,20,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960001403,BWXHWG,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,ANC,CDB,ANC/CDB/KVC/CDB/ANC,252,NULL,252,1277.70545,3,9,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960000329,BXLDUV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,379.54,50.26,429.8,872.2082918,3,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
8960000241,BXXNGT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,238.14,39.86,278,815.0167464,5,3,NULL,N,NULL,N,NULL,N,_CA,Agency A
8960000216,BZBMLA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,2,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
8960000212,BZMHJW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BUF,BWI,BUF/BWI/BUF,351.62,48.38,400,563.7620226,1,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
8960000005,BZMHJW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BUF,BWI,BUF/BWI/BUF,351.62,48.38,400,563.7620226,1,4,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
8956543147,BZXICW,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,ANC,ENA,ANC/ENA/ANC,184,NULL,184,120.2091296,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7526469789,BZZIPB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,DAY,DEN/DAY/ATL/DEN,427.9,65.1,493,2735.237243,4,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451895,CAOURN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,MCO,DEN/MCO/ATL/DEN,303.26,59.44,362.7,3164.899563,5,2,NULL,N,NULL,N,NULL,N,_CA,Agency A
7497451892,CAQCUS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,4,2,NULL,N,NULL,N,NULL,Y,_CA,Agency A
7497451891,CBCSQA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SJC,LAX,SJC/LAX/SJC,141.39,32.61,174,616.4123123,4,8,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451890,CBELFM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,370,NULL,370,477.3965874,2,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451887,CBURJH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,ELP,DAL/ELP/DAL,506.04,59.96,566,1124.526002,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451885,CBXRJS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,1,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
7497451884,CCDJVG,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FAI,BTT,FAI/BTT/FAI,340,NULL,340,356.809285,6,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451883,CCGOXY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,DEN,GEG/DEN/GEG,252.09,47.11,299.2,1664.620171,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451882,CDFQBK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,ABQ,DAL/ABQ/DAL,520.94,61.06,582,1159.039548,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451881,CDWBWE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CLE,MDW,CLE/MDW/CLE,349.77,54.43,404.2,614.7155373,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451878,CDWBWE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CLE,MDW,CLE/MDW/CLE,NULL,NULL,NULL,614.7155373,0,5,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
7497451877,CERNPR,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,PEC,WRG,PEC/JNU/WRG/KTN/JNU/PEC,378,NULL,378,604.9720845,56,61,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451875,CFXRLY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,45.36,274.2,1164.534197,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451874,CGCCCL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,JAX,ATL/JAX/ATL,187.9,36.1,224,540.9299457,1,2,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
7497451873,CGDNQU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAT,ELP,SAT/ELP/SAT,494.88,58.92,553.8,993.8219818,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451872,CGDSLI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,7,3,NULL,N,NULL,N,NULL,N,_CA,Agency A
7497451868,CGGECI,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,SHH,OME/SHH/OME,432,NULL,432,244.0670301,5,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451867,CGSQYD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LIT,MSY,LIT/HOU/MSY/HOU/LIT,442.8,74.2,517,1392.062658,5,5,NULL,N,NULL,N,NULL,N,DG,Agency A
7497451864,CHHDWO,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,CXF,FAI/CXF,230,NULL,230,180.1376782,6,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451863,CIESUA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,SDF,ATL/SDF/ATL,187.9,36.1,224,644.8261503,6,2,NULL,N,NULL,N,NULL,N,_CA,Agency A
7497451862,CIKFRD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,PHX,SAN/PHX/SAN,251.16,47.04,298.2,608.1007225,3,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
7497451858,CIOVYK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,219.54,38.26,257.8,695.2925979,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451857,CIVUGU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,228.84,38.96,267.8,1164.534197,5,11,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451856,CIYVUN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LIT,MSY,LIT/DAL/MSY/HOU/LIT,442.79,75.31,518.1,1427.80724,6,5,NULL,N,NULL,N,NULL,Y,DG,Agency A
7497451855,CKHVZA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CLE,MDW/CLE/MDW,333.02,53.18,386.2,614.7155373,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451854,CKPVXN,00:00.0,00:00.0,00:00.0,ISLAND AIR ALASKA,Coach,D,ANC,KOZ,ANC/ADQ/KOZ,60,NULL,60,264.4425029,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451853,CLNDXE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,TUS,DEN/TUS/DEN,295.82,44.18,340,1255.886598,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451852,CLPYHQ,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,ANC,KWT,ANC/BET/KWT/BET/ANC,140,NULL,140,820.9352841,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451851,CLRXWU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,SAN,OAK/SAN/OAK,396.28,57.92,454.2,893.8369019,3,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451848,CLSOQA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,DEN,MDW/DEN/MDW,327.45,52.75,380.2,1811.048674,0,7,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451846,CLSQXL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,3,1,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451845,CLUWZL,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,SHH,OME,SHH/OME_OTZ/OME/SHH,432,NULL,432,427.1604308,12,19,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451844,CMMUYJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,SAN,OAK/SAN/OAK,396.28,51.72,448,893.8369019,3,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451843,CNJOLB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CMH,MDW,CMH/MDW,168.37,23.53,191.9,284.6323634,6,1,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451842,CNJOLB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CMH,MDW,CMH/MDW,NULL,NULL,NULL,284.6323634,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451840,CNLURG,00:00.0,00:00.0,00:00.0,MAKANI KAI AIR,Coach,D,ITO,LUP,ITO/HNL/LUP/HNL/ITO,276.15,NULL,276.15,555.2827322,13,17,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
7497451838,CNNCGV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO,56.74,18.36,75.1,447.2639429,0,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
7497451837,CNUTVC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN,56.74,15.16,71.9,447.2643161,0,1,NULL,N,NULL,N,NULL,NULL,_CA,Agency A
7497451836,CNWKAT,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MAF,DAL/MAF/DAL,-416.74,-57.96,-474.7,-638.5011208,-5,-1,NULL,N,NULL,Y,NULL,N,DG,Agency A
7497451835,CNWKAT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MAF,DAL/MAF/DAL,416.74,57.96,474.7,638.5011208,8,1,NULL,N,NULL,N,NULL,N,DG,Agency A
7497451834,COFAKJ,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DCA,MCI/DCA/MCI,-520.93,-67.27,-588.2,-1897.501878,-7,-2,NULL,N,NULL,Y,NULL,N,DG,Agency A
7497451832,COFAKJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DCA,MCI/DCA/MCI,520.93,67.27,588.2,1897.501878,13,2,NULL,N,NULL,N,NULL,N,DG,Agency A
7497451831,COGCFG,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,ANC,AET,ANC/FAI/AET/FAI/ANC,340,NULL,340,883.3222768,7,11,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
7497451830,COXZTU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,BWI,MCI/BWI,196.28,25.72,222,965.8102968,1,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451829,COYAND,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451828,CPFCZK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,132.09,38.11,170.2,894.5282589,4,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451827,CPIJMG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SAT,DEN/SAT/DEN,349.76,48.24,398,1590.452156,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451826,CPKJGH,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT/FAI/ANC,340,NULL,340,875.5959336,8,11,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
7497451824,CPQYLJ,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,-198.14,-36.66,-234.8,-695.2925979,-1,-3,NULL,N,NULL,Y,NULL,NULL,YCA,Agency A
7497451823,CPRHVG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,JAX,ATL/JAX/ATL,187.9,42.3,230.2,540.9299457,5,3,NULL,N,NULL,N,NULL,N,_CA,Agency A
7497451822,CQUKYZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,IND,MCI,IND/MCI/IND,288.38,43.62,332,902.9804539,3,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451821,CRLXSV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ELP,SLC,ELP/PHX/SLC,158.14,33.66,191.8,853.7139079,0,1,NULL,N,NULL,N,NULL,NULL,DG,Agency A
7497451820,CRPYDN,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,483.75,NULL,483.75,322.5596914,2,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451816,CRTWVM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,RNO,SAN/LAS/RNO/LAS/SAN,460.47,85.33,545.8,1209.851628,0,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451815,CSJMJZ,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OTZ,OBU,OTZ/OBU/OTZ,504,NULL,504,310.4974945,8,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451814,CSSUWI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,BOS,ATL/BWI/BOS/ATL,305.11,55.89,361,1892.52764,5,6,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451813,CUABWR,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,370,NULL,370,477.3965874,11,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451812,CUUTPF,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,483.75,NULL,483.75,322.5596914,3,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451811,CVBMZC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,5,3,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
7497451809,CWASDI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,4,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451808,CXNFMM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,370,NULL,370,477.3965874,12,15,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451807,CXNFMM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,270,NULL,270,477.3965874,7,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451806,CXXGIQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,161.86,34.14,196,761.3834087,4,7,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
7497451805,CXXGIQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,161.86,34.14,196,761.3834087,4,7,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451804,CYLTNZ,00:00.0,00:00.0,00:00.0,SERVANT AIR,Coach,D,AKK,ADQ,AKK/ADQ/AKK,420,NULL,420,167.7947849,9,13,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451803,CYLTNZ,00:00.0,00:00.0,00:00.0,SERVANT AIR,Coach,D,AKK,ADQ,AKK/ADQ/AKK,NULL,NULL,NULL,167.7947849,-1,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451802,CYRZSZ,00:00.0,00:00.0,00:00.0,ILIAMNA AIR TAXI,Coach,D,ILI,ANC,ILI/ANC/AKN/ANC/ILI,460,NULL,460,965.6964933,14,19,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451801,CYZSSY,00:00.0,00:00.0,00:00.0,ERA AVIATION,Coach,D,FAI,GAL,FAI/GAL/FAI,420,NULL,420,534.2976781,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
7497451800,CZCVLM,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,FAI,OME,FAI/ANC/OME/GAM/SVA/OME/ANC/FAI,643.5,NULL,643.5,1990.373843,6,10,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
7497451799,CZSUTB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,1,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
7497451798,CZXDLU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,4,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451797,DAEASD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OKC,DEN,OKC/DEN,138.6,21.3,159.9,499.6931514,34,1,NULL,N,NULL,N,NULL,Y,YCA,Agency A
7497451796,DAHDXX,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL,114.42,19.48,133.9,582.2672179,3,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
7497451795,DAIFBA,NULL,00:00.0,00:00.0,US AIRWAYS,Coach,D,PHL,HTS,PHL/CLT/HTS/CLT/PHL,-315.29,0,-315.29,-1363.06534,-5,-2,NULL,N,NULL,Y,NULL,NULL,Restricted Commercial,Agency A
