Agency,Reservation_Date,Hotel_Chain_Code,Hotel_Chain_Name,Hotel_Property_Name,Hotel_Address,Hotel_City_Name,Hotel_State,Hotel_Zip_Code,Hotel_Country_Code,Check_In_Date,Check_Out_Date,Number_of_Room_Nights,Daily_Rate,Total_Spend,GDS_Record_Locator,Online_Booking_Indicator
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20.25,81,YAYJJA,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,8,17,136,XSLIBX,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,3,55,165,BYMGHO,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,3,14,42,BUBJIA,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,San Francisco,CA,NULL,US,00:00.0,00:00.0,5,12.2,61,WFHRGW,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Seattle,WA,NULL,US,00:00.0,00:00.0,5,14.4,72,SAADIU,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,2,19,38,YYVXZN,NULL
Agency B,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Ste Denver,139 Union Blvd,Denver                   ,CO,80228,US,00:00.0,00:00.0,4,156,624,YRPBPD,NULL
Agency B,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Stes Denver Dtwn Conv DEN,550 15Th Street,Denver                   ,CO,80202,US,00:00.0,00:00.0,5,156,780,RYSWUN,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,AEWBRB,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Lafayette and Towers LFT,1521 West Pinhook Rd,Lafayette                ,LA,70508,US,00:00.0,00:00.0,5,83,415,MMDXHN,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Suites Phoenix,10 East Thomas Road,Phoenix                  ,AZ,85012,US,00:00.0,00:00.0,3,106,318,BUBJIA,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Express Redwood City,2834 El Camino Real,Redwood City             ,CA,94061,US,00:00.0,00:00.0,5,129,645,WFHRGW,NULL
Agency B,00:00.0,HL,HILTON INTERNATIONAL,HL Hilton Guam Resort and Spa,San Vitores Road,Tumon Bay,NULL,96931,GU,00:00.0,00:00.0,5,180,900,FVYWQH,NULL
Agency B,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Anchorage,4301 Credit Union Dr,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,JROBYH,NULL
Agency B,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Anchorage,4301 Credit Union Dr,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,INUJIB,NULL
Agency B,00:00.0,IQ,SCANRES HOSPITALITY,IQ Westmark Fairbanks Hotel FAI,813 Noble St,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,75,75,QWBKTE,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Anchorage Dtwn,820 W 7Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,QGJMNV,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Guam,627B Pale San Vitores Rd,Tumon,NULL,96913,GU,00:00.0,00:00.0,5,159,795,DXOYUV,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Wailea Resort,3700 Wailea Alanui,Kihei                    ,HI,96753,US,00:00.0,00:00.0,3,199,597,BYMGHO,NULL
Agency B,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,4,99,396,KOKXRP,NULL
Agency B,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Boise,1401 Lusk,Boise                    ,ID,83706,US,00:00.0,00:00.0,4,83,332,ACXCEM,NULL
Agency B,00:00.0,RC,RESIDENCE INNS,RC Residnc Inn Dt Lloyd Center,1710 NE Multnomah St,Portland                 ,OR,97232,US,00:00.0,00:00.0,5,126,630,SAADIU,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI King Kamehamehas Kona Beach Hotel,75 5660 Palani Road,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,BYMGHO,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Dimond Center Hotel,700 E Dimond Blvd,Anchorage                ,AK,99515,US,00:00.0,00:00.0,4,99,396,NYHFPY,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Long House Alaskan Hotel,4335 Wisconson,Anchorage                ,AK,99517-2804,US,00:00.0,00:00.0,3,62,186,FLSZPG,NULL
Agency B,00:00.0,WX,COAST/WESTCOAST,WX Westcoast International Inn,3333 International Airport Rd,Anchorage                ,AK,99502,US,00:00.0,00:00.0,3,113.3333,339.9999,IZQYCT,NULL
Agency B,00:00.0,WX,COAST/WESTCOAST,WX Westcoast International Inn,3333 International Airport Rd,Anchorage                ,AK,99502,US,00:00.0,00:00.0,4,74,296,QHHQYU,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,5,41,205,DXOYUV,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Lafayette,LA,NULL,US,00:00.0,00:00.0,5,31.4,157,MMDXHN,NULL
Agency B,00:00.0,ZE,HERTZ,HERTZ,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,5,14,70,TRVEBB,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,75,75,BYMGHO,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,2,31,62,AVJMDX,NULL
Agency B,00:00.0,AH,ASTON HOTEL,AH Executive Centre,1088 Bishop Street,Honolulu                 ,HI,96813,US,00:00.0,00:00.0,1,177,177,WKVNAR,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,5,15,75,JZHCIC,NULL
Agency B,00:00.0,CC,CLARION HOTELS,CC Clarion Suites Downtown ANC,1110 W 8th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,92,184,JSUDFG,NULL
Agency B,00:00.0,CC,CLARION HOTELS,CC Clarion Suites Downtown ANC,1110 W 8th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,92,184,YMUCSR,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,9,9,RDZBFI,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,16,32,DFGNYO,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Anchorage Downtown Hotel ANC,826 K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,63.2,126.4,THSQEK,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn   St Thomas,Veterans Drive,Charlotte Amalie,NULL,804,VI,00:00.0,00:00.0,1,156,156,CRBCRA,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn   St Thomas,Veterans Drive,Charlotte Amalie,NULL,804,VI,00:00.0,00:00.0,1,156,156,EPLQGO,NULL
Agency B,00:00.0,HX,HAMPTON INNS,HX Hampton Ste New Orleans Elmwd MSY,5150 Mounes Street,New Orleans              ,LA,70123,US,00:00.0,00:00.0,5,151,755,UJAGZK,NULL
Agency B,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,1,99,99,PUFGHS,NULL
Agency B,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,3,99,297,UHDGGD,NULL
Agency B,00:00.0,RD,RADISSON HOTELS,Radisson Rapid Cty Mt Rushmore,445 Mt Rushmore Rd,Rapid City               ,SD,57701,US,00:00.0,00:00.0,3,80.09,240.27,OEXEKF,NULL
Agency B,00:00.0,SI,SHERATON HOTELS,SI Sheraton Anchorage Hotel,401 E 6th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,5,99,495,AIKLKQ,NULL
Agency B,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott Alban ANC,3401 A Street,Anchorage                ,AK,99503,US,00:00.0,00:00.0,2,99,198,IWMBWP,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,5,33.8,169,UJAGZK,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,7,20.8571,145.9997,AMZBSV,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Saipan,NULL,NULL,MP,00:00.0,00:00.0,2,44,88,OQLCQX,NULL
Agency B,00:00.0,ZL,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20,80,GXZCWN,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,2,29.5,59,OZNKKI,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,4,18.75,75,TSIXTZ,NULL
Agency B,00:00.0,CC,CLARION HOTELS,CC Clarion Suites Downtown ANC,1110 W 8th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,3,99,297,IBTEKA,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20.25,81,XHIFWW,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,4,15,60,DKIWOQ,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,6,18.1667,109.0002,TSKYZO,NULL
Agency B,00:00.0,GI,HILTON GARDEN INN,GI Anchorage Hilton Garden Inn,4555 Union Square Drive,Anchorage                ,AK,99503,US,00:00.0,00:00.0,7,99,693,GIIGPI,NULL
Agency B,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,4,99,396,XHIFWW,NULL
Agency B,00:00.0,OR,OUTRIGGER HOTELS,OR Ohana Waikiki Beachcomer,2300 Kalakaua Ave,Honolulu                 ,HI,96815,US,00:00.0,00:00.0,4,177,708,DKIWOQ,NULL
Agency B,00:00.0,RL,RED LION HOTELS,RL Red Lion Boise Downtowner,1800 Fairview,Boise                    ,ID,83702,US,00:00.0,00:00.0,5,77,385,WVIIXM,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Boise,ID,NULL,US,00:00.0,00:00.0,5,29.2,146,WVIIXM,NULL
Agency B,00:00.0,ZL,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,20,40,VDEHTG,NULL
Agency B,00:00.0,NULL,Prudhoe Bay Hotel,Prudhoe Bay Hotel,POUCH 340004,Prudhoe Bay              ,AK,99734,US,00:00.0,00:00.0,1,125,125,BQOWLI,NULL
Agency B,00:00.0,NULL,XX Kilauea Military Camp,XX Kilauea Military Camp,99-252 Crater Rim Drive,Hawaii National Park     ,HI,96718,US,00:00.0,00:00.0,5,146,730,IWIQDV,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,17,17,SOUOZR,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,6,17,102,PPVIOC,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI Handlery Union Square,351 Geary St,San Francisco            ,CA,94102,US,00:00.0,00:00.0,6,163,978,AWNOKJ,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,5,69.298,346.49,IWIQDV,NULL
Agency B,00:00.0,AH,ASTON HOTEL,AH Aston Waikiki Beach Hotel,2570 Kalakaua Ave,Honolulu                 ,HI,96815,US,00:00.0,00:00.0,2,176,352,KQXAAS,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,10,30,EHJYPQ,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,9,36,YGHHJC,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,7,15.8571,110.9997,MIIHUX,NULL
Agency B,00:00.0,BR,RENAISSANCE HOTELS,BR Renaissance Parc 55,55 Cyril Magnin Street,San Francisco            ,CA,94102,US,00:00.0,00:00.0,6,162,972,QKIBUM,NULL
Agency B,00:00.0,BW,BEST WESTERN INTL,BW Best Western Plus Henderson LAS,1553 North Boulder Highway,Henderson                ,NV,89011,US,00:00.0,00:00.0,4,67.15,268.6,FRBUGK,NULL
Agency B,00:00.0,BW,BEST WESTERN INTL,BW The Plaza Hotel,3253 N Nimitz Hwy,Honolulu                 ,HI,96819,US,00:00.0,00:00.0,1,137,137,HLWSYG,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Waikiki Marriott HNL,400 Royal Hawaiian Ave,Honolulu                 ,HI,96815,US,00:00.0,00:00.0,1,155,155,YNXTFI,NULL
Agency B,00:00.0,DR,DRURY INN,DR Drury Inn Union Station,201 South 20Th Street,Saint Louis              ,MO,63103,US,00:00.0,00:00.0,6,108,648,YNXTFI,NULL
Agency B,00:00.0,DR,DRURY INN,DR Drury Plaza St   Louis Arch,14 South Fourth Street,Saint Louis              ,MO,63102,US,00:00.0,00:00.0,5,108,540,HLWSYG,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,16,32,KVEUPK,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,3,25,75,KQXAAS,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Portland,OR,NULL,US,00:00.0,00:00.0,5,25.6,128,QTWPWP,NULL
Agency B,00:00.0,GI,HILTON GARDEN INN,GI Anchorage Hilton Garden Inn,4555 Union Square Drive,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,CMISZT,NULL
Agency B,00:00.0,GI,HILTON GARDEN INN,GI Anchorage Hilton Garden Inn,4555 Union Square Drive,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,EHJYPQ,NULL
Agency B,00:00.0,GI,HILTON GARDEN INN,GI Anchorage Hilton Garden Inn,4555 Union Square Drive,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,YGHHJC,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Suites Phoenix,10 East Thomas Road,Phoenix                  ,AZ,85012,US,00:00.0,00:00.0,3,106,318,ESNNQS,NULL
Agency B,00:00.0,HY,HYATT HOTELS,HY Grand Hyatt San Francisco,345 Stockton,San Francisco            ,CA,94108,US,00:00.0,00:00.0,6,169,1014,JIXSMU,NULL
Agency B,00:00.0,JV,JOIE DE VIVRE HOTELS,JV Hotel Carlton SFO,1075 Sutter St,San Francisco            ,CA,94109,US,00:00.0,00:00.0,7,172,1204,CXFVTH,NULL
Agency B,00:00.0,KC,KIMCO HOTELS,KC Vintage Court Hotel,650 Bush St,San Francisco,CA,NULL,US,00:00.0,00:00.0,5,142,710,EPJEZV,NULL
Agency B,00:00.0,LX,SMALL LUXURY HOTELS,LX Huntington Hotel,1075 California St,San Francisco            ,CA,94108,US,00:00.0,00:00.0,5,183,915,VVIGGX,NULL
Agency B,00:00.0,QI,QUALITY INNS,QI Quality Suites Near Convention ANC,325 W 8Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,3,99,297,CEHOCY,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,4,75,300,EMTQFR,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,4,75,300,XYYAJJ,NULL
Agency B,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott University A,4050 University Lake Dr,Anchorage                ,AK,99508,US,00:00.0,00:00.0,2,99,198,KVEUPK,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Las Vegas,NV,NULL,US,00:00.0,00:00.0,4,15,60,FRBUGK,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,10.26,30.78,CEHOCY,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,6,23.6667,142.0002,YCZEMS,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Seattle,WA,NULL,US,00:00.0,00:00.0,1,8,8,ECHPMW,NULL
Agency B,00:00.0,NULL,XX Kilauea Military Camp,XX Kilauea Military Camp,99-252 Crater Rim Drive,Hawaii National Park     ,HI,96718,US,00:00.0,00:00.0,5,146,730,HBTMMV,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,5,9,45,LXMTZU,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,3,259,777,ETMGCP,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,3,259,777,QXWOSW,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,4,259,1036,LAYZZV,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,9,36,SNDAEN,NULL
Agency C,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Anchorage,4301 Credit Union Dr,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,OSLRFA,NULL
Agency C,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Anchorage,4301 Credit Union Dr,Anchorage                ,AK,99503,US,00:00.0,00:00.0,4,99,396,SNDAEN,NULL
Agency C,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,3,99,297,WFJEYU,NULL
Agency C,00:00.0,ZL,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,1,27,27,QDTPKM,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,4,69,276,LAYZZV,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,17,34,TBMPTH,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,17,51,KDOEEZ,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,3,49,147,IKOCEF,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,1,48,48,WSAOGF,NULL
Agency C,00:00.0,EA,EXTENDED STAY,EA Extendedstaydeluxe-Juneau,1800 Shell Simones Drive,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,99.99,99.99,JLASNN,NULL
Agency C,00:00.0,GI,HILTON GARDEN INN,GI Anchorage Hilton Garden Inn,4555 Union Square Drive,Anchorage                ,AK,99503,US,00:00.0,00:00.0,3,99,297,NARNVI,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,1,99,99,OJQXGW,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,3,99,297,KDOEEZ,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Anchorage Dtwn,820 W 7Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,TBMPTH,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Denver West DEN,1717 Denver W Blvd,Golden                   ,CO,80401,US,00:00.0,00:00.0,3,156,468,KYGSAO,NULL
Agency C,00:00.0,MU,MILLENNIUM HTL,MU Millennium Alaskan Hotel Anchorage,4800 Spenard Rd,Anchorage                ,AK,99517,US,00:00.0,00:00.0,2,99,198,OXFVGP,NULL
Agency C,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,TFNXZP,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Lebanon-Hanover MHT,32 Centerra Parkway,Lebanon                  ,NH,3766,US,00:00.0,00:00.0,2,112,224,FGVRNL,NULL
Agency C,00:00.0,TL,TRAVELODGE,TL Travelodge San Francisco Bay SFO,1820 University Ave,Berkeley                 ,CA,94703,US,00:00.0,00:00.0,2,99,198,TKAXDZ,NULL
Agency C,00:00.0,UZ,UNIREZ,UZ Goldbelt Hotel Juneau,51 East Egan Dr,Juneau                   ,AK,99801,US,00:00.0,00:00.0,3,135,405,IKOCEF,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,2,75,150,ZNJNMT,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott University A,4050 University Lake Dr,Anchorage                ,AK,99508,US,00:00.0,00:00.0,1,99,99,HWOJSA,NULL
Agency C,00:00.0,ZL,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20,80,GXZCWN,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Boston,MA,NULL,US,00:00.0,00:00.0,2,26,52,FGVRNL,NULL
Agency C,00:00.0,XL,SUMMIT INTERNATIONAL,XL Verdanza Hotel San Juan Summit SJU,8020 Tartak Street,Carolina,PR,929,PR,00:00.0,00:00.0,5,195,975,BRAVGS,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,17,68,ZGDXHI,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,1,48,48,WSAOGF,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Herndon Reston,315 Elden S,Herndon                  ,VA,20170,US,00:00.0,00:00.0,4,159,636,CXNJPM,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Layton,1803 Woodland Park Driv,Layton                   ,UT,84041,US,00:00.0,00:00.0,5,83,415,AGDEPV,NULL
Agency C,00:00.0,RA,RAMADA INNS,RA Ramada Inn Anchorage Downtown,115 East 3RD Avenue,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,69,138,LZGWYG,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Savannah,GA,NULL,US,00:00.0,00:00.0,13,21.5715,280.4295,WVBDYP,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Salt Lake City,UT,NULL,US,00:00.0,00:00.0,5,34.998,174.99,AGDEPV,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,1,28,28,QVAIOV,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,17,17,IFWSJK,NULL
Agency C,00:00.0,VE,VANTIS HOTELS,VE Lincoln Suites Washington DC,1823 L St Nw,Washington               ,DC,20036,US,00:00.0,00:00.0,4,119,476,FLJFZA,NULL
Agency C,00:00.0,ZE,HERTZ,HERTZ,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,4,66,264,NKMFPN,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,JHWSYX,NULL
Agency C,00:00.0,OM,OMNI HOTELS,OM Omni Corpus Christi Hotel,900-707 Shoreline,Corpus Christi           ,TX,78401,US,00:00.0,00:00.0,4,129,516,QJMUAU,NULL
Agency C,00:00.0,SI,SHERATON HOTELS,SI Sheraton Anchorage Hotel,401 E 6th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,1,99,99,BMDQHY,NULL
Agency C,00:00.0,ZE,HERTZ,HERTZ,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,4,66,264,QMKJQG,NULL
