VENDOR_DUNS_NUMBER,FISCAL_YEAR,COUNT(1),SUM(TOTAL_OBLIGATED_AMOUNT)
128374993,2014,3,23445.05
801896312,2014,6,2790710.33
195586185,2014,14,721515.02
47077156,2014,12,40580701.81
78425736,2014,3,924656.86
137522145,2014,1,15655
152021932,2014,7,136828.31
850453993,2014,2,572423.91
790621309,2014,3,250823
809890882,2014,1,250452.28
159891860,2014,1,76598.88
62040449,2014,2,46925
784139206,2014,4,24281.83
122649437,2014,1,37720.25
4015541,2014,12,968161.55
98704893,2014,1,8703.94
160910605,2014,1,5415
50866008,2014,1,9000
84834873,2014,1,1718.64
79304564,2014,4,3225.04
595328329,2014,1,42727.27
96835814,2014,1,0
805604055,2014,2,77371
131625449,2014,1,26663.26
249542820,2014,7,196542.2
626175491,2014,1,64740
121391551,2014,5,120954
80578982,2014,7,648749.5
47344429,2014,2,72917.33
7336290,2014,2,12153.28
121552657,2014,4,283268.73
73901295,2014,2,156306.68
131203254,2014,2,10750
791867039,2014,1,9473.76
809883106,2014,2,46281.3
792051950,2014,2,986856.2
16322072,2014,4,21716.53
198581688,2014,6,55426.17
6341861,2014,4,24349320
122108079,2014,1,57013.96
80728314,2014,10,13918614.18
361222768,2014,2,62933
877231548,2014,2,62795
197187602,2014,4,3284727.87
600539498,2014,2,695000
787888812,2014,2,14654.36
9559048,2014,7,226510.39
850482152,2014,4,160250.02
9469768,2014,3,31779029
63668678,2014,1,4380
65757395,2014,1,15857
86674751,2014,8,87576.34
162022149,2014,5,4608879.53
78708103,2014,4,7050
34059118,2014,7,16056.72
968756742,2014,1,4260.59
142558852,2014,8,150416.91
145946591,2014,11,1518754.87
602178337,2014,11,962418.32
71507735,2014,2,330261
121953256,2014,1,66958.94
809077592,2014,2,78115.92
806215463,2014,2,2398739.3
4267643,2014,1,8400
30861769,2014,1,5280
70454728,2014,1,3460
607202392,2014,2,503913.5
782227052,2014,3,55041.69
64928195,2014,8,27572.95
804516003,2014,1,36860
60969763,2014,1,5000
145009098,2014,2,62370
122267107,2014,2,122632.08
147143937,2014,3,42751.96
89446962,2014,2,23471.76
9597014,2014,1,8090
137894155,2014,1,31562.52
932768351,2014,1,14353.93
13577039,2014,5,250969.65
6917090,2014,3,641431.37
147672021,2014,3,9700
125519509,2014,2,14503
96017389,2014,4,75007
137469016,2014,3,29204.2
78364005,2014,6,13300
122314321,2014,1,79009
790465590,2014,2,43472
183171396,2014,4,2022853
8103488,2014,5,600046.21
3825122,2014,1,10469766.04
962401068,2014,6,334040.22
131175374,2014,3,111365
788714835,2014,3,35291
793135260,2014,4,84693.25
883602708,2014,1,435210
829850143,2014,3,2266616
791501398,2014,2,700
958074056,2014,2,24170
78505557,2014,4,182057.66
15724751,2014,1,110449402.8
78776832,2014,2,9842.5
15710314,2014,1,5173.16
112746540,2014,1,7138
809614287,2014,1,101500
8261711,2014,2,70041.6
154465330,2014,1,11990
167960975,2014,2,539648.8
20188058,2014,1,37400
178124145,2014,2,5833
79352772,2014,2,17155
829143184,2014,2,6863
94634966,2014,1,2501
53888038,2014,2,22748.44
874643984,2014,1,2501
32326357,2014,1,2564.53
825254584,2014,2,133571
184443252,2014,1,22360
603700980,2014,3,55145.48
37448821,2014,3,77475.1
829948392,2014,16,704501.01
33776118,2014,2,167894.92
187010350,2014,1,22000
170023233,2014,1,7223.79
117330944,2014,2,24776.6
40193435,2014,1,2400
361949522,2014,2,50500.5
23934888,2014,1,54746
833186500,2014,1,2350
28797546,2014,13,1236790.65
803528046,2014,1,11451
79439919,2014,1,50000
63373815,2014,1,56032
78735229,2014,1,4414
691693063,2014,15,916454.73
831714394,2014,1,3257
79456476,2014,1,500000
831890780,2014,2,33110
830259581,2014,1,30000
28159473,2014,4,0
68114177,2014,3,102987.33
806347329,2014,8,1299934.41
140000345,2014,5,946311.98
713770790,2014,1,5221.37
52694515,2014,1,6800
18312525,2014,2,209430.1
3027596,2014,1,16590.77
831741140,2014,3,138397.26
78499965,2014,3,83200
623150443,2014,6,34129.39
145050352,2014,2,297152.6
343947958,2014,2,40791.21
2182335,2014,4,31720.4
968594304,2014,1,16825
958597064,2014,10,201413.4
55057248,2014,1,9990
114954048,2014,1,127502.88
692626872,2014,1,2615.52
962236050,2014,3,130706
40980109,2014,2,24041.04
969777742,2014,1,611416.42
4869889,2014,3,11399
55998223,2014,1,5750
72059830,2014,3,396283.34
142710214,2014,1,149000
854855608,2014,8,250423.32
2604817,2014,11,392245.22
68765288,2014,4,86143.25
2546104,2014,4,142876.45
39430749,2014,8,182641.97
41929217,2014,4,50044.8
76298173,2014,3,17151.35
32117004,2014,2,22085
146480681,2014,2,3716.25
78724105,2014,1,42542
78811605,2014,1,1113
557901260,2014,1,658417.98
79236838,2014,1,68274
613994417,2014,2,31028
30070239,2014,2,13650
19245109,2014,2,16010
831299453,2014,1,20960
803755222,2014,1,6104
145408063,2014,2,37108.03
295473128,2014,6,478761.89
12233582,2014,1,10000
783579436,2014,1,200536
199388401,2014,1,21760
78489894,2014,2,299366.11
139135094,2014,1,35170
783503220,2014,4,171364.07
947708426,2014,1,86319.85
832838184,2014,1,0
12071978,2014,2,12103.05
144144230,2014,3,38850
783012099,2014,1,7140.95
78681799,2014,3,150653.75
827071296,2014,1,86054.87
118997266,2014,8,723512.36
831666859,2014,3,4341007.32
938634334,2014,15,6177192.72
79373509,2014,1,6250
13304035,2014,2,16212
6908818,2014,7,34497692.34
933106254,2014,3,417263.25
831554212,2014,1,0
806293945,2014,3,359479
142757173,2014,1,10201.49
708391461,2014,4,56473.02
78326992,2014,2,72606.87
120941182,2014,4,156410.4
169471091,2014,1,3309
77701647,2014,2,1016
131395246,2014,1,12485
622993384,2014,1,8412.5
800680436,2014,1,9415
191882836,2014,1,4642.86
127548118,2014,2,10289.94
693126039,2014,1,1963.98
150609667,2014,9,100786.83
620135447,2014,1,5442
15876279,2014,1,37248.6
17881157,2014,5,869206.64
11323982,2014,1,7922.18
808841816,2014,1,69808
195043898,2014,1,7476
73203254,2014,2,20735.04
965715100,2014,2,10169
8779522,2014,2,163449.65
968426622,2014,1,80000
17514261,2014,2,74615.79
191901107,2014,11,816376.25
78756508,2014,1,5000
79113285,2014,1,333333
57486037,2014,2,17183.28
968297890,2014,1,39291.19
804566375,2014,1,479.4
183880090,2014,1,6598.78
103386348,2014,3,25688
3099678,2014,1,37100
933641086,2014,3,63484.4
828063698,2014,1,106480
78892754,2014,1,4475
80773109,2014,1,20528.48
868602108,2014,1,413
118044858,2014,3,13955
1157114,2014,1,0
74218967,2014,2,3048.11
109116913,2014,1,4000
780963179,2014,1,19740
15794363,2014,2,37563.38
939786869,2014,4,45980
129358904,2014,1,73190
76292515,2014,1,219131
104173385,2014,5,133846
75334149,2014,3,2501486.32
109031781,2014,1,32700
826937083,2014,2,20855.18
151893286,2014,4,35672
806074076,2014,1,3879.35
967345542,2014,2,8903
233245153,2014,3,82092.39
79320369,2014,1,0
79194080,2014,3,145162.24
69086130,2014,1,5847.44
968012943,2014,2,6954
139782767,2014,10,142035.17
828480686,2014,7,412968.87
26965611,2014,1,7830.95
614931871,2014,2,10327.45
131397510,2014,1,115547
78401827,2014,1,12771
106699510,2014,4,91240.21
627785660,2014,4,906364.4
60595253,2014,8,381566.79
884492042,2014,1,4697
9149477,2014,4,717200
38383423,2014,1,6000
850504265,2014,1,5000
79085854,2014,1,115000
93094485,2014,2,6999.76
786250980,2014,12,3705
101337574,2014,2,42290
406441142,2014,2,379253.34
140984779,2014,3,84876.08
832657253,2014,2,15080.04
826307824,2014,4,173393.48
94156932,2014,2,34723.33
125883488,2014,1,399607.2
30982263,2014,1,1741387.99
608546917,2014,1,27000
782715999,2014,1,17700
54074633,2014,5,5365376.67
78473815,2014,1,50728
161217948,2014,5,59065.31
58840294,2014,6,11212
16517589,2014,1,142902
697939275,2014,1,295038.05
131595774,2014,2,29763
22780778,2014,1,2833656.67
79446684,2014,1,1515.28
176703734,2014,2,0
806991118,2014,2,7919604
801811535,2014,1,54720
79260236,2014,1,29500
144698602,2014,4,159250
621423987,2014,1,20584.34
56843717,2014,2,15360.44
7188360,2014,4,81091.62
31061501,2014,1,5600
140450847,2014,2,52190
7496334,2014,4,21281.5
802177571,2014,3,86920
200079601,2014,1,2300
10213731,2014,1,7441.8
125698113,2014,4,275300
879936862,2014,5,171669
938009081,2014,1,360000
38703781,2014,4,33419.5
499430809,2014,6,1552875.98
54939509,2014,4,25686.58
10719050,2014,4,25942.95
8820958,2014,3,181151.99
790778109,2014,1,146471.54
79325048,2014,3,60323.97
37234742,2014,2,11482.41
78600149,2014,2,52534.94
606986102,2014,2,332201.04
129132747,2014,1,22350
118171131,2014,2,9539.87
797203932,2014,10,30319537.37
26698118,2014,1,25000
691725147,2014,1,7607.66
1892108,2014,1,9601
853766298,2014,1,7900
551488190,2014,1,0
793198982,2014,1,29671.02
6802065,2014,1,2107.6
876338211,2014,1,24783
53806527,2014,1,12717.54
2038776,2014,6,136318.33
831661710,2014,6,10580878.99
829002513,2014,1,17500
78629112,2014,2,46060
30610398,2014,11,66110.4
175379114,2014,4,6800
969960660,2014,1,14590
136761140,2014,2,28750
114414550,2014,1,102990
832517101,2014,2,21000
614974087,2014,1,133864
3410271,2014,4,26869.31
10138890,2014,1,22539.83
94738267,2014,2,35000
78478095,2014,2,165889.59
79408612,2014,1,0
927831545,2014,2,1236643
627844590,2014,1,1270
196893523,2014,1,348000
147184852,2014,2,26759.69
162028117,2014,6,75800
619507791,2014,3,265762
557326444,2014,1,42246.75
21847520,2014,1,4800
98704588,2014,1,8273
867023996,2014,5,177875
78393601,2014,3,43484.55
10011009,2014,1,9700
156390812,2014,6,71293.85
190147467,2014,2,7111
145559469,2014,1,67497
140530952,2014,2,6305
79364037,2014,1,6800
120440235,2014,5,234755.2
21632880,2014,1,26000
807992628,2014,1,5625
79456144,2014,1,9000
79456027,2014,1,13314
153504196,2014,1,2409.06
141877469,2014,4,2511577
942134602,2014,5,7910266.08
167100291,2014,1,10035
44080468,2014,7,82093.93
782066351,2014,1,22918
78781545,2014,2,18234.24
828978333,2014,3,24389.69
45608221,2014,2,12607.8
189038909,2014,1,30795
78452882,2014,1,4634
8618451,2014,1,43079451.9
2256188,2014,1,6073.2
98925589,2014,3,23625
783264088,2014,8,423435.83
188033682,2014,1,121125
958567794,2014,1,2501
74916537,2014,1,23510.2
69781911,2014,3,17770.2
844259759,2014,1,11950
2700884,2014,1,2739.69
958682338,2014,1,19000
196887538,2014,1,39685
621641005,2014,8,7149615.47
118292841,2014,1,4125.71
115200958,2014,2,31370.56
33013798,2014,1,487.2
116203001,2014,5,235519.73
87002205,2014,9,235206.83
204089890,2014,4,114231.25
622066785,2014,1,13876.34
122841567,2014,3,2323158
49010077,2014,5,63076.4
79289370,2014,1,1600
30083443,2014,1,234999
832999747,2014,3,136818
131869455,2014,1,32214.25
150788854,2014,1,144172.43
151145315,2014,2,151400
33642071,2014,1,7400
139611446,2014,6,23712.01
128224784,2014,2,10775
77186310,2014,1,8600
196062947,2014,1,4660
29062072,2014,1,3497
792280609,2014,2,114992.56
152725016,2014,4,97541.46
839038932,2014,1,5006
39266536,2014,7,27819.36
113848100,2014,1,3900
148689842,2014,2,222952.98
805689192,2014,2,25390
97671093,2014,1,11231.68
956888580,2014,1,19363.31
129433962,2014,1,17508.84
691690796,2014,4,180692.04
188413389,2014,1,31943.2
52544400,2014,2,43633.44
825230605,2014,1,4500
71723621,2014,1,4600
30785042,2014,1,24213.06
617525568,2014,1,4609.25
176593218,2014,1,6335
786853846,2014,2,19250
85165744,2014,1,12220
16924250,2014,2,4690.84
69707614,2014,1,5560.5
38674917,2014,6,1874054.11
62228739,2014,1,3823
808080084,2014,1,33000
847863342,2014,2,13154
781524830,2014,1,26000
145112319,2014,1,4995
808409473,2014,6,685696.17
62053087,2014,3,28547.5
102061012,2014,2,101623.16
791687643,2014,1,4140
39432815,2014,1,8431.49
801139288,2014,5,2750
171202083,2014,1,7442
161130026,2014,2,121415
177075991,2014,2,20400
252025358,2014,1,6000
690941133,2014,1,199698.86
8334117,2014,8,730513.4
616206384,2014,3,143284.16
624009317,2014,2,61444
967973814,2014,6,135135
187747592,2014,5,660965.09
7151046,2014,3,25925.55
602322070,2014,2,13995
8318818,2014,1,75600
78863780,2014,5,76698.21
967421392,2014,2,599319
54803606,2014,2,25754
957362911,2014,1,444572
173368697,2014,2,16700
557795912,2014,3,107730.11
721909547,2014,1,54235.4
556516185,2014,3,628153.2
92399315,2014,3,75792.68
79235063,2014,1,24937.5
966451833,2014,3,323193.58
558415127,2014,1,5550
194283557,2014,4,57351.37
36207121,2014,1,15914
947856464,2014,2,24000
608569927,2014,3,93640.44
85715183,2014,5,1480193.98
615720419,2014,3,5578.5
130565922,2014,2,6292991.46
854903189,2014,1,86220
135750250,2014,7,363636.57
612804708,2014,1,40000
153956490,2014,2,209735
54911406,2014,5,33843.89
78749729,2014,2,16711
25487021,2014,1,10848
832838952,2014,1,13742.4
157589453,2014,4,2406593.6
783784445,2014,1,1061.22
616557513,2014,2,5958.31
790772029,2014,1,101132
186324864,2014,1,5239
254062714,2014,10,280605
79418173,2014,1,149984.16
22912286,2014,2,16576
32224938,2014,1,30555
92845726,2014,1,6800
3547460,2014,2,3108.6
963151456,2014,1,4960
185943714,2014,1,400
16099793,2014,1,26014.45
312896008,2014,2,62319.45
29080280,2014,1,3180
192272222,2014,2,12175
72209948,2014,8,3700
119077303,2014,4,9943560.7
44032639,2014,2,19471.29
90327243,2014,2,83163
150560993,2014,2,149427.17
149820586,2014,1,4625
58726696,2014,2,132483
139611961,2014,1,18502
180565707,2014,3,78911.4
154627434,2014,3,281092.9
879617678,2014,1,3490
12105144,2014,2,84648.1
27536528,2014,2,105.5
9197567,2014,1,2800
623005717,2014,1,24360
33853469,2014,1,24750
782866110,2014,6,964205.39
80914781,2014,6,25852.95
620837450,2014,3,87707
176259612,2014,1,3940
79408265,2014,1,10252.48
968590419,2014,1,39738
22519040,2014,1,501
78800426,2014,1,24745
153248091,2014,1,5952
790931823,2014,7,93023
115379554,2014,4,35375.96
831143263,2014,1,25098.75
6929467,2014,1,4787.5
148323942,2014,1,27144.9
118393524,2014,3,10299271.6
71129290,2014,1,3719
928451439,2014,1,6700
71702625,2014,3,30431.05
342722408,2014,1,202716.53
317852416,2014,6,121361.65
171840320,2014,1,25000
107350076,2014,1,7335
53003017,2014,1,149999
809579121,2014,1,120
867054389,2014,1,12000
965457500,2014,1,4750
688307672,2014,2,26150.19
2049372,2014,1,51450
26937862,2014,1,4994
99005365,2014,2,81937
73815011,2014,2,40022.4
167658751,2014,1,2049
94613031,2014,1,8052.34
808180074,2014,4,230977.74
961564577,2014,2,507736
831449637,2014,1,96797.34
130271658,2014,3,2341649
804252919,2014,2,21200
689880920,2014,2,122390.43
113208094,2014,1,113525
106885499,2014,3,19603
316228303,2014,6,797407.48
195753756,2014,2,1478240
57459638,2014,11,423434.64
79240061,2014,5,449045
79115712,2014,1,27600
787431600,2014,5,613342.05
608459983,2014,1,3960
68557148,2014,1,36811.34
199900317,2014,1,2502138.2
198105785,2014,1,7800
252192711,2014,1,2400
605287085,2014,1,9750
798249236,2014,2,23098
828199880,2014,3,1243169
151098279,2014,1,54250
63506760,2014,3,79151.87
91228692,2014,4,17140
243087777,2014,1,92170
17168758,2014,2,26956.82
178067856,2014,1,3995
850530319,2014,2,21929.69
139671205,2014,1,15755.28
63582738,2014,1,48710
59323931,2014,5,236627.03
79139243,2014,1,101840
79096950,2014,1,98812
39727656,2014,1,13199
807372581,2014,1,23960
39116533,2014,1,2501
622835817,2014,1,8000
22520659,2014,2,42723.72
829821003,2014,1,4500
535130652,2014,1,12800
878752109,2014,2,15347
623992273,2014,1,17500
908757933,2014,1,4200
786939173,2014,2,9513
868269379,2014,1,10000
79433571,2014,2,30000
782795145,2014,1,450175
79199245,2014,2,27613.06
179945225,2014,1,6800
172426058,2014,1,27604.5
9483629,2014,1,19773.93
73012304,2014,3,39331
828333067,2014,1,9000
84766778,2014,3,141442.04
151147931,2014,2,1123627
72103559,2014,1,11300
74250259,2014,3,20578
27316889,2014,5,33700
151814506,2014,1,14400
961928400,2014,1,21850
83702464,2014,3,10504
107661092,2014,2,30300
9697827,2014,5,226503.51
942887043,2014,5,1562728.14
557562795,2014,3,1575
196283662,2014,1,50215.99
961949518,2014,2,120904.5
831597997,2014,1,6000
808442714,2014,6,36362.01
603680513,2014,1,9718.87
938697711,2014,8,64056.48
883367989,2014,3,45000
75259762,2014,1,24500
808510044,2014,1,11124
825495323,2014,11,19927
79212323,2014,1,1750.5
965609014,2014,5,34000
793111444,2014,2,75344.66
1758390,2014,3,9953
555452622,2014,3,91207.14
190016290,2014,3,51026.17
98958606,2014,2,95950
809195100,2014,1,3500
965955714,2014,3,82764.6
828527981,2014,2,19800
19720143,2014,1,4160
135973548,2014,2,14355.58
6870208,2014,3,18106
1468594,2014,5,40479.08
14324508,2014,1,19800
159159644,2014,1,11648
135408651,2014,1,355000
929512168,2014,1,58730
19297250,2014,1,6240
808126226,2014,3,110785.56
33479726,2014,3,13505.35
79292289,2014,1,4300
499474082,2014,1,3306.35
51945939,2014,1,26161.5
956215222,2014,1,900
8294316,2014,2,31642
780399999,2014,1,8100
164264574,2014,2,3783000
130728475,2014,1,2500.47
962366287,2014,2,6000
14000731,2014,5,123019
60902413,2014,13,107950
144992856,2014,6,9446
185774767,2014,2,1476943.57
825270361,2014,1,3800
22927441,2014,1,111336.5
29975679,2014,1,7968.5
832167295,2014,2,47561.95
613651801,2014,1,32290
805665044,2014,2,19110
74776030,2014,3,1262681
790890743,2014,1,2450
68749685,2014,2,12370
19298577,2014,1,8990
831105403,2014,6,76122.4
180316270,2014,1,4500
78853920,2014,1,4434
855030276,2014,1,4975
103925368,2014,1,42733.2
71038731,2014,1,46000
121181184,2014,1,10678.69
933063604,2014,3,99759.5
968249941,2014,4,20105.7
98298540,2014,2,1484
828165600,2014,1,1475
794382804,2014,1,95476
79233252,2014,1,43284.18
188424923,2014,5,38153
119329345,2014,7,916210.8
965243447,2014,2,99599.46
150744886,2014,1,6800
76658020,2014,1,219951.14
71836951,2014,1,166274.59
154878904,2014,2,278500
6047013,2014,8,118646.48
53215950,2014,1,8236.71
19906827,2014,2,11550
835653213,2014,1,12800
622221745,2014,3,116376.31
610054215,2014,2,536305.13
78454984,2014,3,686186.23
60422627,2014,1,2501
932009194,2014,4,20141
78148079,2014,1,7347.16
2341824,2014,3,22479881.56
91596911,2014,3,18806
79253227,2014,1,33061944
79407716,2014,1,10880
85582257,2014,1,99004
184680358,2014,1,7391
82598447,2014,2,787694
618624881,2014,2,90011.1
196750939,2014,1,0
73780413,2014,1,24278.43
197594542,2014,1,2900
22534502,2014,2,10000
24960171,2014,3,39698.41
30024731,2014,2,39040
220022071,2014,1,10000
929619880,2014,3,52692.95
174624887,2014,2,188100
832442201,2014,2,44700
76297043,2014,1,3666.51
926416934,2014,3,1503428
4868639,2014,1,1029180
825785699,2014,4,27182
940641264,2014,1,7400
6155949,2014,8,66464.16
808090463,2014,7,2333811.56
799891742,2014,2,21948.5
798186029,2014,1,5000
878109982,2014,8,152197.69
850499804,2014,1,31963736
62380274,2014,1,590.25
132103289,2014,1,42001
757703236,2014,2,82160
189612075,2014,1,6244
363011321,2014,4,3429142.93
798415563,2014,1,300000
79162845,2014,7,34417.85
603289187,2014,3,15223.7
968289145,2014,6,47452.32
199948972,2014,2,15413.63
785169215,2014,1,4200
138055756,2014,2,50230
6087022,2014,1,22063.75
799967187,2014,1,11400
79322507,2014,1,59426.89
847453227,2014,1,42770
150133416,2014,2,31000
1008697,2014,4,134861.06
133306105,2014,2,8354.82
830680232,2014,2,21322.16
964244888,2014,1,6800
854859340,2014,2,74651.09
80386105,2014,3,18031.56
628241994,2014,1,6518.2
968726153,2014,2,67250
8834160,2014,2,7407.71
790435189,2014,1,166137.41
1065655,2014,2,213270
182417592,2014,2,107749.53
25515404,2014,1,29000
21231426,2014,5,31225
29054434,2014,4,43932.16
196018787,2014,2,52338473
19524979,2014,1,2810
79520827,2014,1,30000
619055093,2014,1,29485
793467275,2014,2,58169.24
10725813,2014,1,79616.5
967077574,2014,3,15725
79503419,2014,1,7000
834976433,2014,1,2501
4026530,2014,1,10450
10446791,2014,1,4999.94
92520399,2014,2,34720
602872814,2014,1,14040
75621797,2014,1,7475
17654892,2014,1,10600
39838529,2014,6,45655.6
712292135,2014,1,5140.14
13795229,2014,1,7903.14
691724330,2014,5,51277.21
119540883,2014,1,4287.09
4648989,2014,1,149959
63958276,2014,1,16343.53
108618091,2014,1,16592
185462608,2014,1,5450
968692772,2014,2,74922
2212777,2014,2,66820.81
86259004,2014,1,4942.25
32383429,2014,1,7440
962396383,2014,3,18578.7
